TIPO_DE_ELECCIÓN:,CORPORACIÓN MUNICIPAL
28 junio 2023 08:27 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
2023,2023,100.0000,2015,99.6045,8,828382,464008,56.0137

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNE,VALOR UNIONISTA,PR,CAMBIO,AZUL,MLP,VICTORIA,VAMOS,PHG,BIEN,UR,P A N,PIN,FCN-NACION,COMITE CIVICO LA GOTA DE AGUA,PPN,FOPPA X LA CIUDAD,MI FAMILIA,CABAL,VIVA,PODEMOS,PODER,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
63,"Distrito Central",0,"Guatemala",1,5,400,8,12,48,2,3,2,2,2,5,1,1,1,0,0,3,1,3,51,0,5,3,7,3,54,217,12,4,233,0,233,--,399,166,217,233,233,Algún campo sin dato,1,de4e1b8e68d7c6db97dc00f8a6f2f7a804e21adcfc2703fdaa619cf3a9175a0a,26/06/2023 02:29:28,ESCANER
64,"Distrito Central",0,"Guatemala",1,6,400,15,21,66,1,6,6,1,4,5,0,4,0,2,0,0,0,0,40,0,2,4,9,0,50,236,14,0,250,0,250,--,400,150,236,250,250,Algún campo sin dato,1,451660f79c2b1e09b657081586eda49b67880cbcea66985f9a1339e34cce95f5,26/06/2023 00:36:46,ESCANER
65,"Distrito Central",0,"Guatemala",1,6,400,15,11,58,0,6,4,0,9,5,0,7,0,1,1,2,1,3,53,0,5,4,16,0,42,243,13,1,257,0,257,0,400,143,243,257,257,,1,29eb15cc23a9610cff6e14e08cd8aad9f2728e2ee61ff28c3bd870a5ba5daf96,26/06/2023 00:56:43,ESCANER
66,"Distrito Central",0,"Guatemala",1,6,400,4,6,40,1,3,2,2,3,3,1,0,0,1,0,1,0,2,60,0,1,1,13,2,46,192,17,0,209,0,209,--,400,191,192,209,209,Algún campo sin dato,1,c16cce736e7fb390b837f7e60397337ef574cc34e9933d0994dada4a4684cd83,26/06/2023 01:20:32,ESCANER
67,"Distrito Central",0,"Guatemala",1,6,400,4,17,40,0,3,11,3,7,5,1,2,0,2,0,0,0,0,65,0,2,3,13,1,36,215,11,1,227,0,227,--,400,173,215,227,227,Algún campo sin dato,1,adeddb35771bc3828c9c077ef3961ebecfa37a60dddc63fd31d8cb3a1cd45166,26/06/2023 00:59:00,ESCANER
68,"Distrito Central",0,"Guatemala",1,6,400,10,8,39,--,4,4,--,7,2,--,2,--,1,3,1,--,3,85,--,1,2,18,--,40,231,6,1,238,--,238,--,400,162,230,237,237,Sumas Asentadas sin cuadrar,1,29df735ec7982830ce4326a63bdc21065a3f8072c57c223d67434047edbf2716,26/06/2023 03:05:45,ESCANER
69,"Distrito Central",0,"Guatemala",1,6,400,9,11,39,--,6,5,3,3,3,1,4,--,--,--,1,--,--,94,1,2,4,22,1,33,242,5,3,250,--,250,--,400,150,242,250,250,Algún campo sin dato,1,7fde3f693ca3f8fbc37828c893d01cf2fb436a6ff6bd52bdf8cb7ece0a22c747,25/06/2023 23:29:57,ESCANER
70,"Distrito Central",0,"Guatemala",1,6,400,10,10,48,0,2,8,2,3,0,1,3,1,1,0,1,0,1,112,1,1,2,19,0,43,269,6,0,275,0,275,--,400,125,269,275,275,Algún campo sin dato,1,7283d7c5889c8fb016fd80cfbcf279276b11e42bcf5755946dc6ba53134288ba,26/06/2023 01:23:49,ESCANER
71,"Distrito Central",0,"Guatemala",1,6,400,11,11,47,0,3,4,2,4,0,0,2,0,4,1,0,1,3,102,1,1,1,13,1,43,255,13,0,268,0,268,--,400,132,255,268,268,Algún campo sin dato,1,8ca1c80758379c1685b58c4919eb066131ec55dda628cb0647f01bde2e814a3b,26/06/2023 01:52:25,ESCANER
72,"Distrito Central",0,"Guatemala",1,6,400,9,12,34,--,8,6,2,2,3,--,3,--,--,--,--,--,2,84,--,5,1,11,1,44,227,8,2,237,--,237,--,400,163,227,237,237,Algún campo sin dato,1,058a8e4c3663c3240ccb124d5d316891136ae5c4f504459d3e183f15d92fa2b0,25/06/2023 23:50:18,ESCANER
73,"Distrito Central",0,"Guatemala",1,6,400,6,9,22,1,3,6,1,1,2,1,3,1,0,0,0,0,0,55,0,4,3,9,0,29,156,5,3,164,0,164,--,400,236,156,164,164,Algún campo sin dato,1,157dd2e7e8856370b76958d81aee52afebc96061e1157c4efbe06a123586855d,25/06/2023 23:31:44,ESCANER
74,"Distrito Central",0,"Guatemala",1,6,400,7,5,18,0,3,1,0,0,2,0,0,1,1,0,1,1,1,63,0,0,4,8,0,23,139,6,0,145,0,145,--,400,255,139,145,145,Algún campo sin dato,1,803cf9eaaadbff03081d13d761399c6b6426d9b1f41456475c71825435fd0a86,25/06/2023 23:03:58,ESCANER
75,"Distrito Central",0,"Guatemala",1,6,400,2,6,14,0,3,1,1,3,0,1,3,0,0,1,1,0,1,32,0,1,2,11,0,22,105,17,1,123,0,123,--,400,277,105,123,123,Algún campo sin dato,1,5cd323523c038d36d4d0df88270ac7b30f2c65164cbc2111ec01347f3f44d7a9,26/06/2023 00:40:12,ESCANER
76,"Distrito Central",0,"Guatemala",1,6,400,11,9,34,0,2,4,2,5,3,0,1,3,0,0,0,1,0,44,0,1,0,9,1,27,157,21,1,179,0,179,--,400,221,157,179,179,Algún campo sin dato,1,b281c763d58b82a7466179a03894021ca63564bc9d465f891c18b906f448068b,26/06/2023 02:09:28,ESCANER
77,"Distrito Central",0,"Guatemala",1,6,400,4,11,52,0,6,4,2,3,2,1,0,0,0,0,1,3,2,80,1,1,5,7,2,25,212,5,1,218,0,218,--,400,182,212,218,218,Algún campo sin dato,1,572683a400573d39fb9858bffd7be95a487890744563d154d3c382f9de709c1e,26/06/2023 00:58:06,ESCANER
78,"Distrito Central",0,"Guatemala",1,6,400,11,9,45,0,6,3,1,2,4,0,3,0,1,0,0,1,0,86,2,1,0,19,0,23,217,5,0,222,0,222,--,403,181,217,222,222,Algún campo sin dato,1,95cddbfb816fa04be7bd398e94cb0a9ab5a09bc258f57644c1040574226f691a,26/06/2023 00:24:10,ESCANER
79,"Distrito Central",0,"Guatemala",1,6,400,7,7,31,0,2,6,2,7,6,0,0,1,1,0,0,0,0,75,0,1,2,15,1,31,195,13,0,208,0,208,--,400,192,195,208,208,Algún campo sin dato,1,634dc976dcd806efbc8f8366efdd6f5cf601894b40c940160f3a8fc8a03db087,26/06/2023 01:08:53,ESCANER
80,"Distrito Central",0,"Guatemala",1,6,218,3,9,14,0,2,4,0,1,1,1,1,0,0,0,1,0,0,19,0,2,0,7,0,13,78,8,1,87,0,87,--,218,131,78,87,87,Algún campo sin dato,1,5f58959b029de1296adf982dd7ae04bfb83fd5261a36030a415a59488a317004,25/06/2023 22:20:20,ESCANER
81,"Distrito Central",0,"Guatemala",1,6,217,4,1,10,0,0,0,2,1,3,0,1,0,0,1,0,0,0,16,0,3,0,3,0,9,54,9,0,63,151,214,--,214,151,54,63,214,Algún campo sin dato,1,2f7eb295256c52d4e60e781c0d709034815d89a2afad20ee99ef423ae7a59a94,25/06/2023 22:08:13,ESCANER
82,"Distrito Central",0,"Guatemala",1,7,400,6,22,66,2,1,5,2,5,5,1,2,1,1,1,1,1,1,32,2,2,2,6,0,22,189,15,1,205,0,205,--,385,180,189,205,205,Algún campo sin dato,1,05cd930574a78aca248d2542db68a569ea724d7d74b269481fde3cd6c01b8f92,25/06/2023 22:05:00,ESCANER
83,"Distrito Central",0,"Guatemala",1,7,400,8,16,41,2,6,8,0,4,3,1,2,0,1,0,0,0,3,37,2,1,5,10,1,34,185,12,2,199,0,199,--,400,201,185,199,199,Algún campo sin dato,1,3517ba8026604e608079e8cbc7f9a9695c42eb979374e192d97cce275078f6c6,25/06/2023 21:25:03,ESCANER
84,"Distrito Central",0,"Guatemala",1,7,400,13,8,55,0,4,1,5,7,6,1,2,2,1,0,0,0,1,39,1,3,3,13,1,28,194,16,2,212,190,402,--,402,190,194,212,402,Algún campo sin dato,1,6f1a10528cdd3d4071cc9a5e122653ef75a990b1e96e54d2188626a48d8324b1,26/06/2023 01:33:08,MOVIL
85,"Distrito Central",0,"Guatemala",1,7,400,12,15,45,3,5,6,3,2,4,0,3,2,0,0,0,1,0,0,1,0,6,15,0,35,153,14,0,197,0,197,--,393,196,158,172,172,Sumas Asentadas sin cuadrar,1,969ea5fb692e3df3efbc257114c89d1cd0089fd43ef9712ae5f3108c64a05311,26/06/2023 00:15:47,ESCANER
86,"Distrito Central",0,"Guatemala",1,7,273,7,5,16,2,1,4,1,0,5,0,1,2,1,0,0,0,1,52,1,1,2,8,0,34,144,1,0,147,2,147,--,270,123,144,145,147,Sumas Asentadas sin cuadrar,1,877af1015f52fec8fd5d091a0e98d2b42a1a16af449c94ac9333eea07979f8ff,25/06/2023 21:00:19,ESCANER
87,"Distrito Central",0,"Guatemala",1,7,272,3,6,22,0,1,0,1,1,3,0,4,0,0,2,1,1,3,18,1,1,2,3,0,9,82,2,0,84,0,84,--,269,185,82,84,84,Algún campo sin dato,1,1c58b2dde66b068f335ee2dea6efd1a3d2f4e3c95df8961f5c7a5a77a3558d1f,25/06/2023 21:07:36,ESCANER
88,"Distrito Central",0,"Guatemala",1,8,400,7,31,70,1,3,5,2,4,8,0,2,0,3,2,0,1,1,38,3,5,8,15,1,56,266,18,0,284,119,403,--,403,119,266,284,403,Algún campo sin dato,1,c5bfb83b252b1363f16c7c7b98ae7c480e035ca0d9703e18db1eb752c5340c91,26/06/2023 00:17:11,ESCANER
89,"Distrito Central",0,"Guatemala",1,8,400,9,24,66,0,2,8,1,6,4,1,5,2,5,2,0,2,0,35,1,2,7,10,2,61,255,29,0,284,0,284,--,400,116,255,284,284,Algún campo sin dato,1,6fbda8bfffd522c8a300aaa913a2075b4c98499da91e8734c7a7010c899a716b,25/06/2023 23:18:44,ESCANER
90,"Distrito Central",0,"Guatemala",1,8,400,14,21,80,0,0,1,1,3,7,2,5,0,0,0,0,0,5,44,1,1,4,9,2,58,259,20,3,282,2,284,--,398,116,258,281,283,Sumas Asentadas sin cuadrar,1,5a521fe9fff7218f57e950f80fae97e7ecd49b7bdae3f2c4cd64b14968fc5311,25/06/2023 23:44:32,ESCANER
91,"Distrito Central",0,"Guatemala",1,8,400,8,18,74,2,3,4,2,5,3,0,5,1,1,0,0,0,1,53,3,6,2,4,0,54,250,18,0,268,0,268,--,397,129,249,267,267,Sumas Asentadas sin cuadrar,1,1a698ef719a9dfe082163a0e14de3fcaff567e254c54499f4a24341175916905,25/06/2023 23:42:43,ESCANER
92,"Distrito Central",0,"Guatemala",1,8,400,12,20,73,1,3,9,1,2,5,3,4,0,2,3,1,0,3,34,3,4,6,13,1,47,250,19,3,272,0,272,--,400,128,250,272,272,Algún campo sin dato,1,5df6f8fbe280b40ec2a8e0682cf71a80167a00f6dacd0e8ca10147e1c795c88a,25/06/2023 23:52:52,ESCANER
93,"Distrito Central",0,"Guatemala",1,8,400,13,20,69,0,3,6,1,4,8,3,4,2,4,0,1,1,3,53,3,2,3,10,1,53,267,20,3,290,3,293,--,399,106,267,290,293,Algún campo sin dato,1,23762723e9bcce635de2c9d7507d2bc0229d410efd1f5b69ee8d6d12f04e0750,26/06/2023 00:47:43,ESCANER
94,"Distrito Central",0,"Guatemala",1,8,400,16,17,62,--,3,5,3,4,5,1,1,--,4,2,--,1,3,47,4,5,3,9,1,48,244,19,2,265,0,265,--,400,132,244,265,265,Algún campo sin dato,1,edea4560c74f8ef097c76706a18abe4e868e482689793e9cc075d4b4e03f9886,26/06/2023 04:11:31,ESCANER
95,"Distrito Central",0,"Guatemala",1,8,400,13,17,51,2,3,5,1,9,1,2,1,0,0,1,1,1,2,67,1,1,2,17,1,45,244,5,1,250,0,250,--,400,150,244,250,250,Algún campo sin dato,1,40abbacf8c4ff2cef82c151133e6aa94a9a7a49adbcddf753252152d47e00835,26/06/2023 00:10:18,ESCANER
96,"Distrito Central",0,"Guatemala",1,8,400,8,19,65,1,4,6,3,3,3,1,3,1,6,3,0,0,4,57,3,6,2,12,1,47,258,15,0,273,0,273,--,400,127,258,273,273,Algún campo sin dato,1,52357ed45b737a1c3f2cee68c16957f4a9549377c8809f4162fc7480143b7569,26/06/2023 00:22:51,ESCANER
97,"Distrito Central",0,"Guatemala",1,8,400,9,20,88,1,4,6,2,6,5,0,1,1,1,2,2,2,0,36,2,5,3,10,1,51,258,22,0,280,0,280,--,400,120,258,280,280,Algún campo sin dato,1,3cb669e1f4038f120a9720f350e000bc695600437151c9c74e8ca5dbe3b8c1b6,26/06/2023 06:20:10,ESCANER
98,"Distrito Central",0,"Guatemala",1,8,400,5,18,69,0,5,5,1,4,9,0,5,3,6,1,2,1,4,45,0,1,2,10,0,61,257,24,2,283,0,283,--,400,117,257,283,283,Algún campo sin dato,1,ba6298ec589987a3dabafba00ed1d92066fbb2eeb3b35e013ad934aeb7690f12,26/06/2023 05:15:12,ESCANER
99,"Distrito Central",0,"Guatemala",1,8,400,14,22,75,0,7,10,1,7,5,1,3,0,3,0,1,0,1,54,2,6,8,11,0,54,285,10,1,296,0,296,--,400,104,285,296,296,Algún campo sin dato,1,30ecad69c28d6bb839dfdf78987bbbc520b4c00bc6ffc390370349162b0a753a,26/06/2023 02:53:26,ESCANER
100,"Distrito Central",0,"Guatemala",1,8,400,7,25,87,1,3,8,2,6,8,--,5,2,1,1,1,1,3,47,2,1,2,14,--,53,280,11,2,293,--,293,--,400,107,280,293,293,Algún campo sin dato,1,6ac1bd36033658a87eae1e014d6b9750fc5d38f3546ff43c8857f634d6c34cf2,25/06/2023 23:58:57,ESCANER
101,"Distrito Central",0,"Guatemala",1,8,400,15,18,68,0,3,3,3,9,3,1,4,1,1,2,0,0,3,54,1,2,6,13,2,55,267,15,2,284,0,284,--,400,116,267,284,284,Algún campo sin dato,1,88afb1c5fe1b5f0ede95737638ed59a6a1022cfe6dcf7bf1ded5b429990d6ace,26/06/2023 00:13:00,ESCANER
102,"Distrito Central",0,"Guatemala",1,8,400,11,25,63,2,2,8,1,7,5,0,3,1,1,1,1,0,5,48,2,2,4,11,0,59,262,16,3,281,0,281,--,397,116,262,281,281,Algún campo sin dato,1,2607f0fb470c59aa3e60580d076248726b3e1c5446934d998c989e50ed0c9208,26/06/2023 00:00:57,ESCANER
103,"Distrito Central",0,"Guatemala",1,8,400,17,23,63,3,1,6,2,3,6,2,4,3,2,0,1,1,6,49,2,3,1,7,0,62,269,13,1,281,2,283,2,400,117,267,281,283,Sumas Asentadas sin cuadrar,1,bc234983d3796bab3433bfd96e2489b4cecf42b1638562df19d1e1d0df856227,26/06/2023 00:53:45,ESCANER
104,"Distrito Central",0,"Guatemala",1,8,400,6,24,64,3,1,5,1,9,11,0,4,0,1,0,0,0,4,47,2,2,6,12,0,48,250,12,2,264,0,264,--,400,136,250,264,264,Algún campo sin dato,1,87bc97a69728919fad49d1a0826dd29a091cfb419cbfd75f905bd37924d93a62,26/06/2023 00:58:37,ESCANER
105,"Distrito Central",0,"Guatemala",1,8,400,13,14,66,0,11,9,0,3,6,0,2,0,2,0,2,1,2,44,0,1,5,8,1,50,240,20,1,261,0,261,--,400,138,240,261,261,Algún campo sin dato,1,cb4a09fa29537a5b51fb9daeb776fdfc47eb5a163996c0f3a953fe097e1c5504,25/06/2023 23:49:03,ESCANER
106,"Distrito Central",0,"Guatemala",1,8,400,10,20,49,2,7,9,0,6,9,1,1,0,3,1,1,1,1,34,0,1,2,12,1,41,212,19,1,232,0,232,--,403,168,212,232,232,Algún campo sin dato,1,ca512e219a209ce40556475aeb9a54474e1f619e6ce836d3bf8c496dc7f56a1b,26/06/2023 00:36:44,ESCANER
107,"Distrito Central",0,"Guatemala",1,8,400,10,16,49,0,6,3,0,3,3,2,2,2,3,1,0,0,2,59,1,4,4,17,1,53,241,11,0,252,0,252,--,400,148,241,252,252,Algún campo sin dato,1,335b80a84ddd51ee5ed05d7f67ec5712d695d625704e747a9af21683b6ca1092,26/06/2023 00:22:54,ESCANER
108,"Distrito Central",0,"Guatemala",1,8,400,14,10,40,0,4,4,2,6,4,0,3,0,0,0,2,1,3,91,2,3,2,13,0,36,240,10,1,251,0,--,--,400,149,240,251,251,Algún campo sin dato,1,4001b25ec7383a16e1c5ed72d50d68376226f608cee64af520fbe8d8f392c5db,25/06/2023 22:35:45,ESCANER
109,"Distrito Central",0,"Guatemala",1,8,400,7,14,28,0,3,4,2,2,3,1,6,2,5,0,2,0,2,100,0,0,3,13,1,54,252,7,0,259,0,259,--,400,141,252,259,259,Algún campo sin dato,1,47b115ee2813685e765ba561a1591ee8061a5f51b1412b07fd26ee1371c93642,25/06/2023 23:34:39,ESCANER
110,"Distrito Central",0,"Guatemala",1,8,359,5,9,25,0,3,2,0,2,3,0,2,0,0,0,1,0,0,44,0,1,3,11,0,35,146,7,0,153,0,153,--,359,206,146,153,153,Algún campo sin dato,1,1cdbb3ddb09746e35294112e27c73917e25288d4d2ad036a413d6b67b6b785d6,25/06/2023 23:06:59,ESCANER
111,"Distrito Central",0,"Guatemala",1,8,358,3,10,34,0,4,4,1,4,2,1,3,0,3,2,0,0,0,65,3,4,5,10,0,23,181,3,4,188,0,188,--,354,166,181,188,188,Algún campo sin dato,1,abb4b89c4a93705e9db0cf69542d8b07e57268c291de802eae4684fc0e4ca02e,25/06/2023 22:13:30,ESCANER
112,"Distrito Central",0,"Guatemala",1,9,400,--,--,--,--,--,--,0,7,6,1,1,0,0,3,1,0,4,45,1,9,4,7,0,55,252,12,2,266,0,266,--,400,134,144,158,158,Sumas Asentadas sin cuadrar,1,abfff55c52632e3bbcc0fbd922dc38d36fa33cfe2798553cbfc756414cb7ed63,26/06/2023 03:09:47,ESCANER
113,"Distrito Central",0,"Guatemala",1,9,400,10,28,65,2,3,5,2,7,8,1,3,3,3,0,2,0,3,43,2,0,6,11,2,46,255,15,0,270,0,270,--,400,130,255,270,270,Algún campo sin dato,1,36e2a999efc912e47dd5accc0076c24fa1565452575ea117c3b2b24a71c66179,26/06/2023 01:18:46,ESCANER
114,"Distrito Central",0,"Guatemala",1,9,400,8,26,70,0,6,10,1,8,7,1,1,3,2,0,0,1,3,50,0,2,6,15,1,68,289,10,3,302,0,302,--,400,98,289,302,302,Algún campo sin dato,1,3c16a3229d7bdada02a168079ad1cb98ce8e6d1f3d8bd1bb7f2bcd641efd67d4,26/06/2023 02:12:19,ESCANER
115,"Distrito Central",0,"Guatemala",1,9,400,10,23,62,0,1,12,3,5,3,3,3,1,2,0,3,2,4,44,2,1,2,6,2,72,266,14,1,281,0,281,--,397,116,266,281,281,Algún campo sin dato,1,367dd3b5e00b68546749178684c28f8848d3252cb42f56258fcb6aa344399998,26/06/2023 01:25:36,ESCANER
116,"Distrito Central",0,"Guatemala",1,9,400,9,17,37,1,5,10,3,6,6,2,6,1,2,0,1,1,1,46,2,1,6,13,0,66,242,17,0,259,0,259,--,400,141,242,259,259,Algún campo sin dato,1,2b225fb9bf5f35c9ebd5079aa3231c26a575bdc3efe1494df5065f1e82a4aeff,26/06/2023 01:32:11,ESCANER
117,"Distrito Central",0,"Guatemala",1,9,400,12,19,57,0,4,8,0,3,3,0,4,0,1,0,0,0,3,38,0,4,2,9,1,56,224,14,0,238,0,238,--,400,162,224,238,238,Algún campo sin dato,1,ed2614ffc618d88cd6538bcb4086b1026242ad9ead07de6f61b14f905a6473ec,26/06/2023 01:25:52,ESCANER
118,"Distrito Central",0,"Guatemala",1,9,400,11,21,57,0,4,7,4,5,5,1,1,1,3,1,3,4,0,58,2,2,5,12,1,45,253,17,2,272,0,272,--,403,131,253,272,272,Algún campo sin dato,1,9e704f565bafcc5534c20c8e00840e4bc69ab73ce62835678d237b6e84890352,26/06/2023 01:56:54,ESCANER
119,"Distrito Central",0,"Guatemala",1,9,400,9,20,72,0,4,9,0,5,6,1,5,2,1,0,2,0,0,32,0,2,3,8,3,52,236,14,3,253,0,253,--,400,147,236,253,253,Algún campo sin dato,1,97c28d37716a4d9bf27403e953e19d87388f56f78b59f77f01ff3be8f8dcd767,26/06/2023 00:40:32,ESCANER
120,"Distrito Central",0,"Guatemala",1,9,400,14,27,55,2,3,9,0,8,5,1,4,0,1,1,0,0,3,39,3,2,5,10,0,58,250,12,0,262,0,262,--,397,135,250,262,262,Algún campo sin dato,1,a1fe2f2423e2df2e6671619e1c9b2ada98dc5202354e8bfa1dc238a93624d997,26/06/2023 00:03:07,ESCANER
121,"Distrito Central",0,"Guatemala",1,9,400,7,22,56,2,1,15,0,14,4,0,3,1,2,2,1,0,4,41,2,3,5,5,3,56,249,16,0,265,0,265,--,400,135,249,265,265,Algún campo sin dato,1,9b35bb96928565834318909393d06a146ba31527fc8160aaac8074f2a07bd896,25/06/2023 22:37:02,ESCANER
122,"Distrito Central",0,"Guatemala",1,9,400,4,20,57,3,3,8,0,10,4,1,3,2,1,1,1,2,1,38,1,1,5,10,1,54,232,11,5,247,5,247,--,400,153,231,247,252,Sumas Asentadas sin cuadrar,1,3272ecc8ca9782380353fd25db0ba48ec953158d2e1a8d9e39b551f89bb5715e,26/06/2023 03:27:13,ESCANER
123,"Distrito Central",0,"Guatemala",1,9,400,12,31,57,1,3,11,3,8,6,0,1,1,1,1,0,2,4,53,0,0,6,9,0,48,258,10,2,270,0,270,--,400,130,258,270,270,Algún campo sin dato,1,0468a850e089422c816d310eb71e3a4ff17f428874c31eeaf1644cbf031fcb6f,26/06/2023 01:18:41,ESCANER
124,"Distrito Central",0,"Guatemala",1,9,400,10,16,50,0,3,6,2,4,11,2,2,1,2,0,1,1,2,40,1,3,5,13,0,42,217,12,4,233,0,233,--,400,167,217,233,233,Algún campo sin dato,1,0cc64709a4585ef3172823be0a6df0502a297fdfff43b09aeae4e2232ca4a8dc,26/06/2023 00:11:27,ESCANER
125,"Distrito Central",0,"Guatemala",1,9,400,9,8,38,1,5,7,2,8,3,2,3,2,1,0,0,0,0,79,0,3,5,12,1,43,232,9,0,241,0,241,--,401,200,232,241,241,Algún campo sin dato,1,528f9390547da4db0325d59fe47f35460a57c50e32c79c7a1def0ba89fb38d89,26/06/2023 00:57:13,ESCANER
126,"Distrito Central",0,"Guatemala",1,9,344,1,11,16,0,3,7,1,4,4,0,1,0,2,2,1,0,2,74,0,0,3,14,0,47,193,6,1,200,0,200,--,344,144,193,200,200,Algún campo sin dato,1,f40ae74eec914f0cd9ce55d87bb9cb69c353b03b7d62e1f4d313523b9d2263c2,25/06/2023 22:08:10,ESCANER
127,"Distrito Central",0,"Guatemala",1,9,344,4,8,33,0,2,3,2,3,4,2,1,0,1,1,1,0,0,66,2,1,4,9,0,33,180,7,3,190,0,190,--,344,154,180,190,190,Algún campo sin dato,1,58d4b356a216104e9393a5afe37adae379b76acecb3ec0e249b394c9401f92eb,25/06/2023 20:46:48,ESCANER
128,"Distrito Central",0,"Guatemala",1,10,400,17,27,48,1,3,7,0,6,5,2,1,2,4,2,2,1,7,22,0,3,0,6,2,51,219,15,2,236,0,236,--,400,164,219,236,236,Algún campo sin dato,1,3cbaec932cb7abf2fddcee91ffd28217896eef224d257b68a669bb4700a10055,25/06/2023 23:38:04,ESCANER
129,"Distrito Central",0,"Guatemala",1,10,400,15,16,64,0,5,9,1,7,6,1,3,1,3,0,0,2,2,29,1,1,6,8,0,34,214,22,0,236,0,236,--,400,164,214,236,236,Algún campo sin dato,1,eeffebf683c77c5e6e3138cd55d31d3f1d6c2df2147a0cb70d630d85c6c227d9,25/06/2023 22:55:03,ESCANER
130,"Distrito Central",0,"Guatemala",1,10,400,13,28,58,1,4,5,1,4,6,0,0,0,4,1,0,2,4,25,2,1,4,7,0,64,234,13,0,247,0,247,--,400,153,234,247,247,Algún campo sin dato,1,2bb0e3e9db468385873dd1469e3e0afd3fb22ebc0c15a23786d514650371f2b5,25/06/2023 23:02:36,ESCANER
131,"Distrito Central",0,"Guatemala",1,10,400,19,17,59,2,3,6,2,6,3,2,3,2,1,0,2,0,7,25,2,1,6,6,0,56,230,18,0,248,0,248,--,400,152,230,248,248,Algún campo sin dato,1,ddbbecaa875fd29f390b4528b3c7c265ee22e35680444d60683686a9c1da4863,25/06/2023 23:18:11,ESCANER
132,"Distrito Central",0,"Guatemala",1,10,400,17,22,57,0,2,5,0,3,4,2,3,1,2,2,0,0,6,27,0,2,6,9,0,57,227,13,0,240,0,240,--,400,160,227,240,240,Algún campo sin dato,1,724547567fc94e0bc895f6f6212961aecf60ae5844b6e564195fd317ce29bb7e,26/06/2023 00:16:07,ESCANER
133,"Distrito Central",0,"Guatemala",1,10,400,118,21,43,2,3,0,3,2,5,1,6,1,2,0,4,0,3,27,3,4,7,10,0,64,229,12,4,245,0,245,--,399,154,329,345,345,Sumas Asentadas sin cuadrar,1,aac039d7179d9728b04fef2c417724a791eb04f2bffe5c7ae4902d4856449ba7,25/06/2023 23:30:07,ESCANER
134,"Distrito Central",0,"Guatemala",1,10,400,19,26,45,1,7,7,2,3,8,0,2,1,2,1,0,1,4,34,1,1,3,7,1,44,220,8,1,229,0,229,--,400,171,220,229,229,Algún campo sin dato,1,696f5de5bc254019169bb9ab72a02b5aef1bff9c3623f0e6ea092296334d7751,25/06/2023 23:33:38,ESCANER
135,"Distrito Central",0,"Guatemala",1,10,400,14,18,38,1,2,5,0,3,6,1,2,3,2,2,1,1,1,45,1,3,2,11,0,44,206,13,0,219,0,219,--,400,181,206,219,219,Algún campo sin dato,1,b2c5e7f3d2b5a4c4df4af7f1db1a047548c9290df431b056ceb99929e711c633,25/06/2023 23:12:19,ESCANER
136,"Distrito Central",0,"Guatemala",1,10,400,21,34,53,0,6,3,0,4,4,0,1,0,4,0,0,0,2,24,1,0,6,8,3,51,225,8,1,234,0,234,--,400,166,225,234,234,Algún campo sin dato,1,654caec9b05bc008549341813a15a46ff811d99c1e860ed70887bbe69b9da9e3,25/06/2023 23:20:31,ESCANER
137,"Distrito Central",0,"Guatemala",1,10,400,12,31,52,0,5,4,1,6,4,2,1,2,2,0,1,0,1,25,2,2,6,8,1,40,208,14,3,225,0,225,--,400,175,208,225,225,Algún campo sin dato,1,75b57d1593eb94366a246ef48bd44c93bfe4c3026d9b3241df81d88942702459,26/06/2023 00:28:22,ESCANER
138,"Distrito Central",0,"Guatemala",1,10,400,16,15,53,1,4,7,0,5,7,1,2,1,2,1,2,1,1,31,1,0,3,9,0,52,215,6,0,221,0,221,--,400,179,215,221,221,Algún campo sin dato,1,881e5a1f53b7a690951af8515ada4ae65e411950d66ecbe6ca2788587fcd746b,26/06/2023 01:30:58,ESCANER
139,"Distrito Central",0,"Guatemala",1,10,400,13,25,47,0,4,11,1,5,5,0,1,2,3,0,0,0,4,32,0,2,4,5,1,40,206,5,3,214,0,214,--,400,186,205,213,213,Sumas Asentadas sin cuadrar,1,610db76b9815f0ebe9db06748a0860a62578ee7557d5f9bfc02e67128c94dbbf,25/06/2023 23:38:36,ESCANER
